94,500,R,0.12,380.61
33,5000000,Julia,4.91,14483.82
33,5000000,R,104.14,20081.83
93,5000,Julia,0.98,819.1
93,5000,R,0.35,570.28
31,5000000,Julia,4.9,14498.18
31,5000000,R,104.97,20120.23
38,5000000,Julia,4.56,14710.59
38,5000000,R,104.43,20042.02
27,5000000,Julia,5.15,14554.66
27,5000000,R,110.89,20400.55
34,5000000,Julia,4.52,14787.05
34,5000000,R,105.1,19818.36
42,5000000,Julia,4.95,14482.21
42,5000000,R,104.61,20155.36
37,5000000,Julia,4.91,14506.71
37,5000000,R,105.17,20074.61
95,500,Julia,0.82,827.86
95,500,R,0.09,383.3
36,5000000,Julia,4.44,14707.83
36,5000000,R,104.45,20334.21
32,5000000,Julia,4.43,14729.54
32,5000000,R,104.4,20261.28
30,5000000,Julia,4.38,14710.27
30,5000000,R,104.5,20365.75
98,500,Julia,0.6,823.58
98,500,R,0.07,374.39
96,500,Julia,0.7,866.44
96,500,R,0.09,378.15
97,500,Julia,0.62,836.33
97,500,R,0.08,368.23
94,5000,Julia,0.98,828.53
94,5000,R,0.35,569.57
99,500,Julia,0.71,840.28
99,500,R,0.12,383.89
100,500,Julia,0.73,870.36
100,500,R,0.09,383.84
95,5000,Julia,0.89,858.58
95,5000,R,0.32,570.5
98,5000,Julia,0.66,836.55
98,5000,R,0.23,546.91
97,5000,Julia,0.69,836.14
97,5000,R,0.25,569.94
96,5000,Julia,0.76,843.79
96,5000,R,0.26,553.89
28,5000000,Julia,5.14,14561.81
28,5000000,R,110.74,20320.56
92,50000,Julia,1.88,1135.89
92,50000,R,2.46,830.58
99,5000,Julia,0.77,850.39
99,5000,R,0.26,556.34
100,5000,Julia,0.8,854.23
100,5000,R,0.27,569.87
93,50000,Julia,1.74,1126.82
93,50000,R,2.35,875.7
80,500000,Julia,20.43,2942.89
80,500000,R,19.72,4400.17
98,50000,Julia,1.22,1135.71
98,50000,R,1.58,890.15
10,5000000,Julia,4.35,14524.71
10,5000000,R,111.74,20410.95
97,50000,Julia,1.23,1137.45
97,50000,R,1.63,855.33
96,50000,Julia,1.34,1147.94
96,50000,R,1.79,854.87
94,50000,Julia,1.75,1134.41
94,50000,R,2.37,855.89
79,500000,Julia,20.27,3092.25
79,500000,R,27.84,4417.07
95,50000,Julia,1.59,1131.71
95,50000,R,2.14,876.08
29,5000000,Julia,4.87,14830.33
29,5000000,R,113.01,20335.68
1,5000000,Julia,4.53,14564.93
1,5000000,R,114.89,20441.09
99,50000,Julia,1.43,1141.1
99,50000,R,1.85,855.04
100,50000,Julia,1.41,1071.48
100,50000,R,1.85,875.48
83,500000,Julia,19.09,3006.33
83,500000,R,18.4,4560.41
81,500000,Julia,18.8,2965.59
81,500000,R,21.47,4356.3
84,500000,Julia,15.73,3871.95
84,500000,R,17.68,4332.98
16,5000000,Julia,5.19,14566.9
16,5000000,R,114.82,20385.16
87,500000,Julia,15.78,3002.7
87,500000,R,17.04,4160.24
15,5000000,Julia,5.31,14465.12
15,5000000,R,117.13,20376.72
86,500000,Julia,14.98,2914.43
86,500000,R,17.62,4173.99
82,500000,Julia,19.54,2984.8
82,500000,R,24.54,4386.22
90,500000,Julia,15.76,3267.98
90,500000,R,17.3,4146.83
89,500000,Julia,18.13,3005.23
89,500000,R,18.55,4187.81
85,500000,Julia,18.7,3745.55
85,500000,R,21.85,4420.2
72,5000000,Julia,4.14,14786.54
72,5000000,R,101.61,20450.8
